verse_number,chapter_number,chapter_name_vi,chapter_name_ja,vi,ja
195,14,Pham Phat Da,仏陀品,"“Cúng dường bậc đáng cúng,
Chư Phật hoặc đệ tử,
Các bậc vượt hý luận,
Ðoạn diệt mọi sầu bi.”",まさに供養を受くべき、虚妄を逸脱し憂患を超越せる仏陀、或いは仏弟子を供養する者、
196,14,Pham Phat Da,仏陀品,"“Cúng dường bậc như vậy,
Tịch tịnh, không sợ hãi,
Các công đức như vậy,
Không ai ước lường được.”",この如き寂静にして畏怖なき人を供養する者の、その大功徳は、何人によりても計量せられ難し。
197,15,Pham An Lac,安楽品,"“Vui thay, chúng ta sống,
Không hận, giữa hận thù!
Giữa những người thù hận,
Ta sống, không hận thù!”","我らは、怨憎者の中にありて怨憎なく、実に安楽に生きん。
我らは怨憎を抱く人々の中にありて怨憎なく住せん。"
198,15,Pham An Lac,安楽品,"“Vui thay, chúng ta sống,
Không bệnh, giữa ốm đau!
Giữa những người bệnh hoạn,
Ta sống, không ốm đau.”","我らは、苦悩者の中にありて苦悩なく、実に安楽に生きん。
我らは苦悩ある人々の中にありて苦悩なく住せん。"
199,15,Pham An Lac,安楽品,"“Vui thay, chúng ta sống,
Không rộn giữa rộn ràng;
Giữa những người rộn ràng,
Ta sống, không rộn ràng.”","我らは、貪欲者の中にありて貪欲なく、実に安楽に生きん。
我らは貪欲ある人々の中にありて貪欲なく住せん。"
200,15,Pham An Lac,安楽品,"“Vui thay chúng ta sống,
Không gì, gọi của ta.
Ta sẽ hưởng hỷ lạc,
Như chư thiên Quang Âm.”","我らは、何物をも有せずして、安楽に生きん。
我らは光音天神の如く、歓喜を以て食となさん。"
201,15,Pham An Lac,安楽品,"“Chiến thắng sinh thù oán,
Thất bại chịu khổ đau,
Sống tịch tịnh an lạc.
Bỏ sau mọi thắng bại.”","勝利は怨憎を生じ、敗者は苦しみて臥す。
寂静に帰せる人は、勝敗を捨てて安楽に臥す。"
202,15,Pham An Lac,安楽品,"“Lửa nào sánh lửa tham?
Ác nào bằng sân hận?
Khổ nào sánh khổ uẩn,
Lạc nào bằng tịnh lạc.”",貪欲に等しき火なく、憎悪に等しき罪なく、〔五〕蘊（肉体的存在）に比すべき苦なく、寂静に勝る安楽なし。
203,15,Pham An Lac,安楽品,"“Ðói ăn, bệnh tối thượng,
Các hành, khổ tối thượng,
Hiểu như thực là vậy,
Niết Bàn, lạc tối thượng.”","飢餓は最大の病にして、万象は最大の苦なり。
如実にこれを知れば、最上安楽の涅槃〔あり〕。"
204,15,Pham An Lac,安楽品,"“Không bệnh, lợi tối thượng,
Biết đủ, tiền tối thượng,
Thành tín đối với nhau,
Là bà con tối thượng.
Niết Bàn, lạc tối thượng.”","無病は最上の利にして、満足は最上の財なり。
信頼は最上の親族にして、涅槃は最上の安楽なり。"
205,15,Pham An Lac,安楽品,"“Ðã nếm vị độc cư,
Ðược hưởng vị nhàn tịnh,
Không sợ hải, không ác,
Nếm được vị pháp hỷ.”",孤独の甘味と寂静の甘味とを飲みたる者は、法悦の甘味を飲みつつ畏怖を去り、悪を離る。
206,15,Pham An Lac,安楽品,"“Lành thay, thấy thánh nhân,
Sống chung thường hưởng lạc.
Không thấy những người ngu,
Thường thường được an lạc.”","聖者を見るは善く、〔これと〕共に住するは常に安楽なり。
愚者を見ざれば常に安楽なるべし。"
207,15,Pham An Lac,安楽品,"“Sống chung với người ngu,
Lâu dài bị lo buồn.
Khổ thay gần người ngu,
Như thường sống kẻ thù.
Vui thay, gần người trí,
Như chung sống bà con.”","愚者と共に道を行く者は、実に長途の間憂愁す。
愚者と共に住するは、敵と共に〔住する〕が如く常に苦なり。
賢者は共に住して楽しく、あたかも親族との会合の如し。
実にこの故に、"
208,15,Pham An Lac,安楽品,"“Bậc hiền sĩ, trí tuệ
Bậc nghe nhiều, trì giới,
Bậc tự chế, Thánh nhân;
Hãy gần gũi, thân cận
Thiện nhân, trí giả ấy,
Như trăng theo đường sao.”",賢者、智者、博学の人、堅忍なる人、持戒者、聖者、この如き善良・賢明なる人に随うべし、あたかも月の星道に〔従う〕如く。
209,16,Pham Hy Ai,愛好品,"“Tự chuyên, không đáng chuyên
Không chuyên, việc đáng chuyên.
Bỏ đích, theo hỷ ái,
Ganh tị bậc tự chuyên.”","瞑想
なき〔行作〕に専注して、瞑想に専注せず、道義を捨てて愛好する所を取る者は、〔かえって〕瞑想に専注する者を羨む。"
210,16,Pham Hy Ai,愛好品,"“Chớ gần gũi người yêu,
Trọn đời xa kẻ ghét.
Yêu không gặp là khổ,
Oán phải gặp cũng đau.”","愛好するものと会するなかれ、愛好せざるものと決して〔会するなかれ〕。
愛好するものを見ざるは苦なり。
愛好せざるものを見るもまた〔苦なり〕。"
211,16,Pham Hy Ai,愛好品,"“Do vậy chớ yêu ai,
Ái biệt ly là ác;
Những ai không yêu ghét,
Không thể có buộc ràng.”","故に愛好するものを造るなかれ。
愛好するものを失うは災いなればなり。
愛憎なき人には
桎梏
（煩悩）なし。"
212,16,Pham Hy Ai,愛好品,"“Do ái sinh sầu ưu,
Do ái sinh sợ hãi,
Ai thoát khỏi tham ái,
Không sầu, đâu sợ hãi?”","愛好より憂患生じ、愛好より畏怖生ず。
愛好を離脱せる人には憂患なし。
何処にか畏怖あらん。"
213,16,Pham Hy Ai,愛好品,"“Ái luyến sinh sầu ưu,
Ái luyến sinh sợ hãi.
Ai giải thoát ái luyến
Không sầu, đâu sợ hãi?”","親愛より憂患生じ、親愛より畏怖生ず。
親愛を離脱せる人には憂患なし。
何処にか畏怖あらん。"
214,16,Pham Hy Ai,愛好品,"“Hỷ ái sinh sầu ưu,
Hỷ ái sinh sợ hãi.
Ai giải thoát hỷ ái,
Không sầu, đâu sợ hãi?","淫欲より憂患生じ、淫欲より畏怖生ず。
淫欲を離脱せる人には憂患なし。
何処にか畏怖あらん。"
215,16,Pham Hy Ai,愛好品,"“Dục ái sinh sầu ưu,
Dục ái sinh sợ hãi,
Ai thoát khỏi dục ái,
Không sầu, đâu sợ hãi?”","欲楽より憂患生じ、欲楽より畏怖生ず。
欲楽を離脱せる人には憂患なし。
何処にか畏怖あらん。"
216,16,Pham Hy Ai,愛好品,"“Tham ái sinh sầu ưu,
Tham ái sinh sợ hãi.
Ai thoát khỏi tham ái,
Không sầu, đâu sợ hãi.”","愛欲より憂患生じ、愛欲より畏怖生ず。
愛欲を離脱せる人には憂患なし。
何処にか畏怖あらん。"
217,16,Pham Hy Ai,愛好品,"“Ðủ giới đức, chánh kiến;
Trú pháp, chứng chân lý,
Tự làm công việc mình,
Ðược quần chúng ái kính.”",戒行と正見とを備え、正法に住し、真実を知り、自ら自己の業務を行う者、世人はかかる人を愛好す。
218,16,Pham Hy Ai,愛好品,"“Ước vọng pháp ly ngôn
Ý cảm xúc thượng quả
Tâm thoát ly ác dục,
Xứng gọi bậc Thượng Lưu.”",不可説法（涅槃）に望みを起こして思慮に富み、しかも諸欲に心を束縛せられざる者は上流者（涅槃に近づける者）と称せらる。
219,16,Pham Hy Ai,愛好品,"“Khách lâu ngày ly hương,
An toàn từ xa về,
Bà con cùng thân hữu,
Hân hoan đón chào mừng.”",久しく異郷にあり、遠隔の地より無事に戻れる帰来者を、親族・朋友・知己は歓び迎う。
220,16,Pham Hy Ai,愛好品,"“Cũng vậy các phước nghiệp,
Ðón chào người làm lành,
Ðời này đến đời kia.
Như thân nhân, đón chào.”",これと等しく、福業をなしてこの世よりかの世に赴ける人を、福業は迎う、あたかも愛好する帰来者を親族の〔迎うる〕如く。
221,17,Pham Phan No,忿怒品,"“Bỏ phẫn nộ, ly mạn,
Vượt qua mọi kiết sử,
Không chấp trước danh sắc.
Khổ không theo vô sản.”","忿怒を去るべし、慢心を捨つべし、一切の
繋縛
を脱すべし。
かく名色（精神・物質）に執着せざる無一物の人には苦の随うことなし。"
222,17,Pham Phan No,忿怒品,"“Ai chặn được phẫn nộ,
Như dừng xe đang lăn,
Ta gọi người đánh xe,
Kẻ khác, cầm cương hờ.”","勃発したる忿怒を、動揺する馬車の如くに抑止する人、我はこれを〔真の〕御者と呼ぶ。
他はただ手綱を執れるのみ。"
223,17,Pham Phan No,忿怒品,"“Lấy không giận thắng giận,
Lấy thiện thắng không thiện,
Lấy thí thắng xan tham,
Lấy chơn thắng hư ngụy.”","忍辱
によりて忿怒を克服すべし。
善によりて不善を克服すべし。
施与によりて
吝嗇者
を克服すべし。
真実によりて妄語者を〔克服すべし〕。"
224,17,Pham Phan No,忿怒品,"“Nói thật, không phẫn nộ,
Của ít, thí người xin,
Nhờ ba việc lành này,
Người đến gần thiên giới.”","真実を語るべし。
怒るべからず。
〔自己の所有〕少しといえども乞わるれば与うべし。
この三事により諸天の元に至り得るべし。"
225,17,Pham Phan No,忿怒品,"“Bậc hiền không hại ai,
Thân thường được chế ngự,
Ðạt được cảnh bất tử,
Ðến đây, không ưu sầu.”","殺生
することなく、常に身を制御する賢者は、そこに至りて憂患なき不死の境（涅槃）に達す。"
226,17,Pham Phan No,忿怒品,"“Những người thường giác tỉnh,
Ngày đêm siêng tu học,
Chuyên tâm hướng Niết Bàn,
Mọi lậu hoặc được tiêu.”",常に覚醒し、昼夜に勉学し、涅槃に志す者の煩悩は終息す。
227,17,Pham Phan No,忿怒品,"“A-tu-la, nên biết,
Xưa vậy, nay cũng vậy,
Ngồi im, bị người chê,
Nói nhiều bị người chê.
Nói vừa phải, bị chê.
Làm người không bị chê,
Thật khó tìm ở đời.”","アトゥラ（優婆塞の名）よ、こは古来より然り、今始まれるにあらず。
〔すなわち〕人は黙して坐するを謗り、多言を謗り、寡言をもまた謗る。
世に謗られざる者なし。"
228,17,Pham Phan No,忿怒品,"“Xưa, vị lai, và nay,
Ðâu có sự kiện này,
Người hoàn toàn bị chê,
Người trọn vẹn được khen.”",ただ謗らるるのみの人、またはただ褒めらるるのみの人は、〔過去にも〕なかりき、〔将来にも〕なかるべし、現在にもまたなし。
229,17,Pham Phan No,忿怒品,"“Sáng sáng, thẩm xét kỹ.
Bậc có trí tán thán.
Bậc trí không tỳ vết,
Ðầy đủ giới định tuệ.”",智者よく判別して日々に称讃し、所行失なく、賢明にして、慧戒兼ね備わるとなす者あらば、
230,17,Pham Phan No,忿怒品,"“Hạnh sáng như vàng ròng,
Ai dám chê vị ấy?
Chư thiên phải khen thưởng,
Phạm Thiên cũng tán dương “.","あたかも
閻浮檀金
にて造りし貨幣の如く、誰か彼を謗り得んや。
諸天も彼を称讃し、彼は梵天によりてもまた称讃せらる。"
231,17,Pham Phan No,忿怒品,"“Giữ thân đừng phẫn nộ,
Phòng thân khéo bảo vệ,
Từ bỏ thân làm ác,
Với thân làm hạnh lành.”","身の忿怒を摂護し、身を制御すべし。
身の悪行を捨て、身によりて善行を修すべし。"
232,17,Pham Phan No,忿怒品,"“Giữ lời đừng phẫn nộ,
Phòng lời, khéo bảo vệ,
Từ bỏ lời thô ác,
Với lời, nói điều lành.”","語の忿怒を摂護し、語を制御すべし。
語の悪行を捨て、語によりて善行を修すべし。"
233,17,Pham Phan No,忿怒品,"“Giữ ý đừng phẫn nộ,
Phòng ý, khéo bảo vệ,
Từ bỏ ý nghĩ ác,
Với ý, nghĩ hạnh lành.’","意の忿怒を摂護し、意を制御すべし。
意の悪行を捨て、意によりて善行を修すべし。"
234,17,Pham Phan No,忿怒品,"“Bậc trí bảo vệ thân,
Bảo vệ luôn lời nói
Bảo vệ cả tâm tư,
Ba nghiệp khéo bảo vệ.”",身を制御し、また語を制御し、意を制御する賢者は実によく制御せるものなり。
235,18,Pham Cau Ue,垢穢品,"“Ngươi nay giống lá héo,
Diêm sứ đang chờ ngươi,
Ngươi đứng trước cửa chết,
Ðường trường thiếu tư lương.”","汝は今や枯葉の如く、閻魔の使者また汝に近づけり。
汝は死出の門に立つ。
されど汝に旅路の糧なし。"
236,18,Pham Cau Ue,垢穢品,"“Hãy tự làm hòn đảo,
Tinh cần gấp, sáng suốt.
Trừ cấu uế, thanh tịnh,
Ðến Thánh địa chư Thiên.”","汝自ら自己の依所を造れ、速やかに精勤せよ、賢者たれ。
〔心の〕
垢穢
を払い、罪過なくば、汝は天の聖地に至らん。"
237,18,Pham Cau Ue,垢穢品,"“Ðời ngươi nay sắp tàn,
Tiến gần đến Diêm Vương.
Giữa đường không nơi nghỉ,
Ðường trường thiếu tư lương.”","汝は今や齢既に傾き、閻魔の元に近づけり。
途上に汝の住所なく、また旅路の糧もなし。"
238,18,Pham Cau Ue,垢穢品,"“Hãy tự làm hòn đảo,
Tinh cần gấp sáng suốt.
Trừ cấu uế, thanh tịnh,
Chẳng trở lại sanh già.”","汝自ら自己の依所を造れ、速やかに精勤せよ、賢者たれ。
〔心の〕垢穢を払い、罪過なくば、汝は再び生と老とに近づかざるべし。"
239,18,Pham Cau Ue,垢穢品,"“Bậc trí theo tuần tự.
Từng sát na trừ dần.
Như thợ vàng lọc bụi
Trừ cấu uế nơi mình.”",賢慮ある者は、漸次に、少量ずつ、刹那刹那に、自己の垢穢を払うべし、あたかも鍛工が銀の〔鉱垢を除くが〕如く。
240,18,Pham Cau Ue,垢穢品,"“Như sét từ sắt sanh,
Sắt sanh lại ăn sắt,
Cũng vậy, quá lợi dưỡng
Tự nghiệp dẫn cõi ác.”",鉄より生じたる垢穢（錆）が、鉄より生じて鉄を蝕むが如く、自己の業は悪業者を悪趣に導く。
241,18,Pham Cau Ue,垢穢品,"“Không tụng làm nhớp kinh,
Không đứng dậy, bẩn nhà,
Biếng nhác làm nhơ sắc,
Phóng dật uế người canh”","読誦
せざるは聖典の垢穢、修復せざるは家屋の垢穢、
懈怠
は美の垢穢、放逸は番士の垢穢なり。"
242,18,Pham Cau Ue,垢穢品,"“Tà hạnh nhơ đàn bà,
Xan tham nhớp kẻ thí,
Ác pháp là vết nhơ,
Ðời này và đời sau.”",不義は婦人の垢穢、吝嗇は施与者の垢穢、実に悪法（悪行）はこの世に於てもかの世に於ても垢穢なり。
243,18,Pham Cau Ue,垢穢品,"“Trong hàng cấu uế ấy,
Vô minh, nhơ tối thượng,
Ðoạn nhơ ấy, tỷ kheo,
Thành bậc không uế nhiễm.”","これらの諸垢穢より更に甚だしき垢穢は無明にして、〔こは〕最大の垢穢なり。
比丘らよ、この垢穢を捨てて無垢となれ。"
244,18,Pham Cau Ue,垢穢品,"“Dễ thay, sống không hổ
Sống lỗ mãng như quạ,
Sống công kích huênh hoang,
Sống liều lĩnh, nhiễm ô.”","慚愧心
なく、厚顔・暴戻・大胆・傲慢にして、罪に汚れたる人の生活は安易なり。"
245,18,Pham Cau Ue,垢穢品,"“Khó thay, sống xấu hổ,
Thường thường cầu thanh tịnh.
Sống vô tư, khiêm tốn,
Trong sạch và sáng suốt.”",慚愧心あり、常に清浄を求め、執着なく、謙遜にして、清浄の生活を営み、識見ある人の生活は困難なり。
246,18,Pham Cau Ue,垢穢品,"“Ai ở đời sát sinh,
Nói láo không chân thật,
Ở đời lấy không cho,
Qua lại với vợ người.”",生あるものを殺し、妄語を語り、この世に於て与えられざるを取り、他人の妻を犯し、
247,18,Pham Cau Ue,垢穢品,"“Uống rượu men, rượu nấu,
Người sống đam mê vậy,
Chính ngay tại đời này,
Tự đào bới gốc mình.”",スラー酒・メーラヤ酒に沈湎する人は、この世に於て自己の根底を掘るものなり。
248,18,Pham Cau Ue,垢穢品,"“Vậy người, hãy nên biết,
Không chế ngự là ác.
Chớ để tham phi pháp,
Làm người đau khổ dài.”","人よ、是の如く知れ、節制なき者は邪悪なりと。
貪欲と非法とをして永く汝を苦に陥らしむることなかれ。"
249,18,Pham Cau Ue,垢穢品,"“Do tín tâm, hỷ tâm
Loài người mới bố thí.
Ở đây ai bất mãn
Người khác được ăn uống,
Người ấy ngày hoặc đêm,
Không đạt được tâm định?”","人は実に信ずる所に従い、好む所に従いて施与す。
他人の得たる飲食に対し、不満を抱く者は、昼も夜も三昧に入るを得ず。"
250,18,Pham Cau Ue,垢穢品,"“Ai cắt được, phá được,
Tận gốc nhổ tâm ấy.
Người ấy ngày hoặc đêm,
Ðạt được tâm thiền định.”",かかる〔心を〕断ち、根元より絶滅する者は、昼も夜も実に三昧に入ることを得。
251,18,Pham Cau Ue,垢穢品,"“Lửa nào bằng lửa tham!
Chấp nào bằng sân hận!
Lưới nào bằng lưới si!
Sông nào bằng sông ái! ”","貪欲に等しき火なく、
瞋恚
に等しき捕捉者なく、愚痴に等しき羅網なく、愛欲に等しき河流なし。"
252,18,Pham Cau Ue,垢穢品,"“Dễ thay thấy lỗi người,
Lỗi mình thấy mới khó.
Lỗi người ta phanh tìm,
Như sàng trấu trong gạo,
Còn lỗi mình, che đậy,
Như kẻ gian dấu bài.”","他人の過失は見易く、自己の〔過失〕は見難し。
他人の過失は籾殻の如く散布し、自己の〔過失〕は、これを隠匿すること、狡猾なる賭博者のカリ（最悪の
骰子
数）に於けるが如し。"
253,18,Pham Cau Ue,垢穢品,"“Ai thấy lỗi của người,
Thường sanh lòng chỉ trích,
Người ấy lậu hoặc tăng,
Rất xa lậu hoặc diệt.”","他人の過失を詮索し、常に怒り易き人の煩悩は増長す。
彼は煩悩の滅尽を去ること遠し。"
254,18,Pham Cau Ue,垢穢品,"“Hư không, không dấu chân,
Ngoài đây, không sa môn,
Chúng sanh thích hý luận,
Như lai, hý luận trừ.”","虚空に道なく、外道に沙門なし。
衆生は虚妄を喜び、如来には虚妄なし。"
255,18,Pham Cau Ue,垢穢品,"“Hư không, không dấu chân,
Ngoài đây, không sa môn.
Các hành không thường trú,
Chư Phật không giao động.”","虚空に道なく、外道に沙門なし。
万象は常住ならず、諸仏に
擾乱
なし。"
256,19,Pham Phap Tru,法住品,"“Ngươi đâu phải pháp trụ,
Xử sự quá chuyên chế,
Bậc trí cần phân biệt
Cả hai chánh và tà!”","躁急に事を処するの故を以て、法住者たるにあらず。
正と邪とを二つながらよく弁別し、学識あり、"
257,19,Pham Phap Tru,法住品,"“Không chuyên chế, đúng pháp,
Công bằng, dắt dẫn người,
Bậc trí sống đúng pháp,
Thật xứng danh pháp trụ.”",躁急ならず如法・平等に他を導き、正法を護り、賢慮ある者は、法住者と称せらる。
258,19,Pham Phap Tru,法住品,"“Không phải vì nói nhiều,
Mới xứng danh bậc trí.
An ổn, không oán sợ.
Thật đáng gọi bậc trí.”","多言の故を以て賢者たるにあらず。
平静にして怨憎なく、畏怖なき者は、賢者と称せらる。"
259,19,Pham Phap Tru,法住品,"Không phải vì nói nhiều,
Mới xứng danh trì pháp,
Những ai tuy nghe ít,
Nhưng thân hành đúng pháp,
Không phóng túng chánh pháp,
Mới xứng danh trì pháp.”","多言の故を以て持法者たるにあらず。
聞くこと少なきも身を以て法を見、法を軽んぜざる者は、実に持法者なり。"
260,19,Pham Phap Tru,法住品,"Không phải là trưởng lão,
Dầu cho có bạc đầu.
Người chỉ tuổi tác cao,
Ðược gọi là: “Lão ngu.”","頭髪白きの故を以て長老たるにあらず。
彼の齢は〔徒に〕熟せるのみ。
彼は空しく老いたる者と称せらる。"
261,19,Pham Phap Tru,法住品,"“Ai chân thật, đúng pháp,
Không hại, biết chế phục,
Bậc trí không cấu uế,
Mới xứng danh Trưởng Lão.”","真実と法と不殺生と節制と
調御
とを持し、〔心の〕垢穢を捨棄したる賢者は、長老と称せらる。"
262,19,Pham Phap Tru,法住品,"“Không phải nói lưu loát,
Không phải sắc mặt đẹp,
Thành được người lương thiện,
Nếu ganh, tham, dối trá.”","嫉妬・
慳貪
・虚偽ある者は、弁舌の故のみを以て、或いは容色の美の故を以て、端正の人たるにあらず。"
263,19,Pham Phap Tru,法住品,"“Ai cắt được, phá được
Tận gốc nhổ tâm ấy
Người trí ấy diệt sân,
Ðược gọi người hiền thiện.”",かかる〔悪徳を〕断ち、根元より絶滅し、罪過を捨棄し、賢慮ある者は、端正の人と称せらる。
264,19,Pham Phap Tru,法住品,"“Ðầu trọc, không sa môn
Nếu phóng túng, nói láo.
Ai còn đầy dục tham,
Sao được gọi sa môn?”","剃髪すといえども、戒を破り、妄語を語る者は沙門にあらず。
欲望と貪欲とを有する者、いかで沙門たるべき。"
265,19,Pham Phap Tru,法住品,"“Ai lắng dịu hoàn toàn,
Các điều ác lớn nhỏ,
Vì lắng dịu ác pháp,
Ðược gọi là Sa môn.”",大小すべての悪を鎮めたる者は諸悪を鎮めたるの故を以て、沙門と称せらる。
266,19,Pham Phap Tru,法住品,"” Chỉ khất thực nhờ người,
Ðâu phải là tỷ kheo!
Phải theo pháp toàn diện,
Khất sĩ không, không đủ.”","他人に
行乞
するの故を以て、比丘たるにあらず。
一切の法を
服膺
せる者のみ比丘なり。
〔行乞の故に〕然るにあらず。"
267,19,Pham Phap Tru,法住品,"” Ai vượt qua thiện ác,
Chuyên sống đời Phạm Hạnh,
Sống thẩm sát ở đời,
Mới xứng danh tỷ kheo.”","この世に於て善と悪とを捨て、
梵行
を修し、慎重に世を行く者は、実に比丘と称せらる。"
268,19,Pham Phap Tru,法住品,"“Im lặng nhưng ngu si,
Ðâu được gọi ẩn sĩ?
Như người cầm cán cân,
Bậc trí chọn điều lành.”","愚昧にして無知ならば、〔唯〕
寂黙
の故を以て、
牟尼
（寂黙者・賢人）たるを得ず。
賢者もし権衡を執るが如くに善を取り、"
269,19,Pham Phap Tru,法住品,"” Từ bỏ các ác pháp,
Mới thật là ẩn sĩ.
Ai thật hiểu hai đời
Mới được gọi ẩn sĩ.”","悪を退くれば、彼は牟尼なり。
彼はこれによりて牟尼なり。
この世に於て、〔善悪〕二つながら知る者は、これによりて牟尼と称せらる。"
270,19,Pham Phap Tru,法住品,"” Còn sát hại sinh linh,
Ðâu được gọi Hiền thánh.
Không hại mọi hữu tình,
Mới được gọi Hiền Thánh.”","生類を害するの故を以て、聖者たるにあらず。
一切の生類を害せざるの故を以て、聖者と称せらる。"
271,19,Pham Phap Tru,法住品,"“Chẳng phải chỉ giới cấm
Cũng không phải học nhiều,
Chẳng phải chứng thiền định,
Sống thanh vắng một mình.”",戒律・戒行のみによりても、或いはまた多聞によりても、或いは禅定の達成によりても、或いは独臥によりても、
272,19,Pham Phap Tru,法住品,"“Ta hưởng an ổn lạc,
Phàm phu chưa hưởng được.
Tỷ kheo, chớ tự tin
Khi lậu hoặc chưa diệt.”","我は凡夫の受け得ざる出家の楽に触るることなし。
比丘よ、煩悩の滅尽に達せざれば、決して意を安んずることなかれ。"
273,20,Pham Dao,道品,"“Tám chánh, đường thù thắng,
Bốn câu, lý thù thắng.
Ly tham, pháp thù thắng,
Giữa các loài hai chân,
Pháp nhãn, người thù thắng.”","諸道の中、八支（八支聖道）最も勝れ、諸諦の中、四句（
四聖諦
）最も勝れ、諸法の中、離欲最も勝れ、二足（人間）の中、具眼者〔最も勝る〕。"
274,20,Pham Dao,道品,"“Ðường này, không đường khác
Ðưa đến kiến thanh tịnh.
Nếu ngươi theo đường này,
Ma quân sẽ mê loạn.”","唯この道あるのみ、知見を浄むるに他の〔道〕あることなし。
汝らこの〔道〕を行くべし。
これ魔王を幻惑するものなり。"
275,20,Pham Dao,道品,"“Nếu người theo đường này,
Ðau khổ được đoạn tận.
Ta dạy người con đường.
Với trí, gai chướng diệt.”","汝らこの〔道〕を行かば、苦を終息せしむべし。
〔欲〕矢を除去することを悟りて、我実にこの道を説けり。"
276,20,Pham Dao,道品,"“Người hãy nhiệt tình làm,
Như Lai chỉ thuyết dạy.
Người hành trì thiền định
Thoát trói buộc Ác ma.”","汝らまさに努力すべし。
如来は説者なり。
禅定に住して〔この道を〕行く者は、魔王の
繋縛
を脱すべし。"
277,20,Pham Dao,道品,"“Tất cả hành vô thường ”
Với Tuệ, quán thấy vậy
Ðau khổ được nhàm chán;
Chính con đường thanh tịnh.”","一切の事象は無常なりと、智によりて観る時、苦を厭離す。
これ浄に至る道なり。"
278,20,Pham Dao,道品,"“Tất cả hành khổ đau
Với Tuệ quán thấy vậy,
Ðau khổ được nhàm chán;
Chính con đường thanh tịnh.”","一切の事象は苦なりと、智によりて観る時、苦を厭離す。
これ浄に至る道なり。"
279,20,Pham Dao,道品,"“Tất cả pháp vô ngã,
Với Tuệ quán thấy vậy,
Ðau khổ được nhàm chán
Chính con đường thanh tịnh.”","一切の法は
無我
なりと、智によりて観る時、苦を厭離す。
これ浄に至る道なり。"
280,20,Pham Dao,道品,"“Khi cần, không nỗ lực,
Tuy trẻ mạnh, nhưng lười
Chí nhu nhược, biếng nhác.
Với trí tuệ thụ động,
Sao tìm được chánh đạo?”","起つべき時に起たず、若く強くして怠惰に陥り、意気消沈して惰弱・
懶惰
なる者は、智によりて道を得ることなし。"
281,20,Pham Dao,道品,"“Lời nói được thận trọng,
Tâm tư khéo hộ phòng,
Thân chớ làm điều ác,
Hãy giữ ba nghiệp tịnh,
Chứng đạo Thánh nhân dạy.”","語を慎しみ、意をよく制御し、身を以て不善をなすべからず。
この三業道を浄むべし。
〔然らば〕聖仙所説の道を得ん。"
282,20,Pham Dao,道品,"“Tu Thiền, trí tuệ sanh,
Bỏ Thiền, trí tuệ diệt.
Biết con đường hai ngả
Ðưa đến hữu, phi hữu,
Hãy tự mình nỗ lực,
Khiến trí tuệ tăng trưởng.”","実に智は
瑜伽
（瞑想）より生じ、瑜伽を行ぜざれば智は滅ぶ。
この得と失との両道を知り、自ら努めて、以て智を増大せしむべし。"
283,20,Pham Dao,道品,"“Ðốn rừng không đốn cây
Từ rừng, sinh sợ hãi;
Ðốn rừng (1) và ái dục,
Tỷ kheo, hãy tịch tịnh.”","欲林を伐れ、樹木を〔伐るに止まる〕なかれ。
欲林より畏怖生ず。
欲林と欲叢とを伐りて、比丘らよ、欲林より脱せよ。"
284,20,Pham Dao,道品,"“Khi nào chưa cắt tiệt,
Ái dục giữa gái trai,
Tâm ý vẫn buộc ràng,
Như bò con vú mẹ.”","男子の女子に対する欲情、いささかなりとも断たれざる間は、彼の心は
繋縛
せらる、あたかも乳を飲む子牛の母牛に於けるが如く。"
285,20,Pham Dao,道品,"“Tự cắt dây ái dục,
Như tay bẻ sen thu,
Hãy tu đạo tịch tịnh,
Niết-Bàn, Thiện Thệ dạy.”","自己に対する愛を断つこと、秋の蓮を手にて〔折るが〕如くせよ。
寂静の道のみを固守せよ。
涅槃は
善逝
（仏陀）により説かれたり。"
286,20,Pham Dao,道品,"“Mùa mưa ta ở đây
Ðông, hạ cũng ở đây,
Người ngu tâm tưởng vậy,
Không tự giác hiểm nguy.”",「我雨期にはここに住せん、冬と夏とはここに〔住せん〕」と、愚者は思惟して、死の〔至る〕を覚らず。
287,20,Pham Dao,道品,"“Người tâm ý đắm say
Con cái và súc vật,
Tử thần bắt người ấy,
Như lụt trôi làng ngủ. ”","子と家畜とに惑溺し、その心これに執着せる人を、死は捉え去る、あたかも眠れる村落を、瀑流の〔
漂蕩
し去る〕が如く。"
288,20,Pham Dao,道品,"“Một khi tử thần đến,
Không có con che chở,
Không cha, không bà con,
Không thân thích che chở.”","子も救うあたわず、父も親戚もまた〔救うあたわず〕。
死に捉えられし者を救うは、親族もなすあたわざる所なり。"
289,20,Pham Dao,道品,"“Biết rõ ý nghĩa này,
Bậc trí lo trì giới,
Mau lẹ làm thanh tịnh,
Con đường đến Niết-Bàn.”",この義を知りて、賢者は戒により制御し、涅槃に至る道を速やかに浄むべし。
290,21,Pham Tap Luc,雑品,"“Nhờ từ bỏ lạc nhỏ,
Thấy được lạc lớn hơn,
Bậc trí bỏ lạc nhỏ,
Thấy được lạc lớn hơn.”",もし小楽を捨つるによりて、大楽を見得るとせば、賢者は大楽を見つつ、小楽を捨つべし。
